dimhash,segments,segt
0xc6480ddedf64b7e50bedbb78f2756de7,FairValueAssetsLiabilitiesMeasuredOnRecurringBasisDisclosureItems=FairValueInputsLevel1;InvestmentType=ForeignExchangeForward;,0
0x88ead465fec45cb696af4295e30128d3,LegalEntity=SubsidairySeven;,0
0x44dbeb6a3304ba4b80e05b129e5afe21,SegmentReportingInformationBySegment=SegmentGeographicalCountryThree;,0
0x2bda0f6c833a0aef61e1df76dce6632c,DerivativesFairValueByDerivativeInstrumentRisk=IDRVersusUSD;InvestmentType=ForeignExchangeForward;ScheduleOfHeldToMaturitySecuritiesMajorTypesOfDebtAndEquitySecurities=ExpectedMaturityDateYearFour;,0
0x0f9278a4067fb9eb1b35523ccbd65d42,FairValueAssetsLiabilitiesMeasuredOnRecurringBasisDisclosureItems=FairValueInputsLevel3;InvestmentType=ForeignExchangeForward;,0
0x9d5f90b45735fb10bcceb931b5e7912e,ComponentOfOtherOperatingCostAndExpenseGeneral=MinimumRoyaltyPayableYearFive;,0
0x178457c327b81d59a89993a03b854bca,ProductOrService=Gold;SegmentReportingInformationBySegment=SegmentGeographicalCountryFour;,0
0x3b933d4db80e3c23c77215612df0bb52,DeferredCompensationArrangementWithIndividualPostretirementBenefitsByTypeOfDeferredCompensation=DefinedBenefitPension;,0
0xc8c4a254acce6e4cd7a9a5c6ba96990b,ProductOrService=Copper;SegmentReportingInformationBySegment=SegmentGeographicalCountryFour;,0
0x36247a55470b15c2c03a51c6735ebe97,FairValueAssetsLiabilitiesMeasuredOnRecurringBasisDisclosureItems=FairValueInputsLevel1;,0
0xc43da05904e6f0196dba958087242ff5,SegmentReportingInformationBySegment=SegmentGeographicalCountryEleven;,0
0x5fc8f93b229288d7776d56bbee2f7aa7,DerivativeInstrumentsGainLossByDerivativeInstrumentRisk=ForeignExchangeContract;DerivativeInstrumentsGainLossByHedgingRelationship=CashFlowHedging;,0
0xb8ebc0865ee26603a841d1be88dbb014,DerivativeByNature=InterestRateSwap;DerivativesFairValueByBalanceSheetLocation=OtherCurrentLiabilities;,0
0xae9776f01a3424cf3eda3fe6a96a5d11,DerivativeInstrumentsGainLossByDerivativeInstrumentRisk=DebenturesHedgePortion;DerivativeInstrumentsGainLossByHedgingRelationship=FairValueHedging;,0
0x5f35fc06c382d1756af30bdc08cf9300,SegmentReportingInformationBySegment=OtherProjectFour;,0
0xa58fd6cd1733089555c6161201b5f3ff,SegmentReportingInformationBySegment=SegmentGeographicalCountryFive;,0
0x0a503f5c1dfda89c70e5dc40dfd00262,SegmentReportingInformationBySegment=SegmentGeographicalCountryFour;,0
0xa1babf2cd2f72cc5505e2317793128f0,DerivativeByNature=DieselFixedForwardContracts;ScheduleOfHeldToMaturitySecuritiesMajorTypesOfDebtAndEquitySecurities=ExpectedMaturityDateYearOne;,0
0x792a03202a3dacf31ff622ac92534494,FairValueAssetsLiabilitiesMeasuredOnRecurringBasisDisclosureItems=FairValueInputsLevel2;,0
0xa5cad51cf01d35cf9f4077b2a1fbf266,FairValueAssetsMeasuredOnRecurringBasisUnobservableInputReconciliationByAssetType=DieselForwardContracts;,0
0xe1b33bbf3d14ffc87815acc8277b4096,SegmentReportingInformationBySegment=SegmentGeographicalCountryFourteen;,0
0x485729bb6f4d93264470879928d273f3,FairValueAssetsLiabilitiesMeasuredOnRecurringBasisDisclosureItems=FairValueInputsLevel2;FairValueAssetsMeasuredOnRecurringBasisUnobservableInputReconciliationByAssetType=OtherProjectTwo;ScheduleOfTradingSecuritiesAndOtherTradingAssetsMajorTypesOfTradingSecuritiesAndAssets=DebtSecurities;,0
0x64531601218fa24dcda64ad5b701e63e,DebtInstrument=Current;LongtermDebtType=SeniorNotesNetOfDiscountTwo;,0
0x1992a1d89a211ca8f1a44d1642a1eab5,DebtInstrument=NonCurrent;LongtermDebtType=SegmentGeographicalCountrySix;,0
0x978bf064974a482cb3bd86cbc440ab08,SegmentReportingInformationBySegment=SegmentGeographicalCountryTwo;,0
0xe5e12b09c9558e839e9b9d8d174410b9,FairValueAssetsLiabilitiesMeasuredOnRecurringBasisDisclosureItems=FairValueInputsLevel1;FairValueAssetsMeasuredOnRecurringBasisUnobservableInputReconciliationByAssetType=DieselForwardContracts;,0
0x0dbde8d2ee3e2c1cd28a14625a4c8f97,DerivativeByNature=NZDFixedForwardContracts;DerivativesFairValueByBalanceSheetLocation=OtherLongTermAsset;,0
0xfbff5f3ed767c0873f30e1cc0a92822d,SegmentReportingInformationBySegment=SegmentGeographicalCountryEight;,0
0x3085b42e4106cffc5d81a886517612c1,FairValueAssetsandLiabilitiesMeasuredonRecurringBasisDisclosureItems=EstimateOfFairValueFairValueDisclosure;,0
0x6ba40a12a233964d9acff0be4c03a4e7,ScheduleOfTradingSecuritiesAndOtherTradingAssetsMajorTypesOfTradingSecuritiesAndAssets=TwelveMonthsOrGreaterUnrealizedLosses;,0
0xeb7a2fe09b81267770ac726f2968be2d,DerivativeByNature=IDRFixedForwardContracts;DerivativesFairValueByBalanceSheetLocation=OtherCurrentAsset;,0
0xea7d5a5914535193b0e7801f0c87a750,DerivativesFairValueByBalanceSheetLocation=OtherLongTermLiabilities;,0
0x5405ea05b3f85350a71c9d1679f5c37d,FairValueAssetsLiabilitiesMeasuredOnRecurringBasisDisclosureItems=FairValueInputsLevel2;InvestmentType=ForeignExchangeForward;,0
0xea012812a19eb1e3534389e74b8e1d20,DerivativeByNature=InterestRateSwap;DerivativeInstrumentsGainLossByHedgingRelationship=FairValueHedging;,0
0x2452c312ff77f89ae15b2c9909eae162,DebtInstrument=NonCurrent;,0
0x6982e2ba7d8c0dedd1c4ccad18d14bfa,DerivativeByNature=AUDFixedForwardContracts;DerivativesFairValueByBalanceSheetLocation=OtherLongTermAsset;,0
0x97b7ba4724d3f2f8d7870759191581d5,SegmentReportingInformationBySegment=SegmentGeographicalCountrySix;,0
0xfdcdad9b11e4c58171ac184234d66eb4,DebtInstrument=Current;LongtermDebtType=SeniorNotesNetOfDiscountOne;,0
0xc2d8d48c6767021c0601354b2eefd259,SegmentReportingInformationBySegment=NoncontrollingOwnerOne;,0
0xc593822392edbee113d99f1cdcef0f1d,SegmentReportingInformationBySegment=CorporateAndOther;,0
0x511f3e78ec6f7299418e169a9035bc5d,ProductOrService=Gold;SegmentReportingInformationBySegment=SegmentGeographicalCountryOne;,0
0xa0c59ee86baa35169a6f8d6c31b34d42,DebtInstrument=NonCurrent;LongtermDebtType=SeniorNotesNetOfDiscountTwo;,0
0x34d2471ccdae40b35bbadd6d6b084252,SegmentReportingInformationBySegment=Canada;,0
0xe9806210ebaf63777f22d52b19477355,SegmentReportingInformationBySegment=Copper;,0
0x416c219ddd97ef6a986c580369152068,SegmentReportingInformationBySegment=ReconcilingItems;,0
0x0c30070b833ac35a5143d5946da336c0,ComponentOfOtherOperatingCostAndExpenseGeneral=MinimumRoyaltyPayableYearFour;,0
0x5dc753cd0911fc17da3b89762ec1e8a0,SegmentReportingInformationBySegment=LatinAmerica;,0
0x32e43e95b78bc786223964da022f624f,DerivativesFairValueByDerivativeInstrumentRisk=USDVersusNZD;InvestmentType=ForeignExchangeForward;ScheduleOfHeldToMaturitySecuritiesMajorTypesOfDebtAndEquitySecurities=ExpectedMaturityDateYearOne;,0
0x7e8a52aa94c7db1a3d8e484ac57bbba8,DerivativesFairValueByDerivativeInstrumentRisk=USDVersusAUD;InvestmentType=ForeignExchangeForward;ScheduleOfHeldToMaturitySecuritiesMajorTypesOfDebtAndEquitySecurities=ExpectedMaturityDateYearOne;,0
0xdc69778b75ac9acb11cfc49a15af13ce,DerivativesFairValueByDerivativeInstrumentRisk=USDVersusNZD;InvestmentType=ForeignExchangeForward;ScheduleOfHeldToMaturitySecuritiesMajorTypesOfDebtAndEquitySecurities=ExpectedMaturityDateYearThree;,0
0xa62ea761a4d009e184f6372c095a7d6d,DerivativeByNature=DieselFixedForwardContracts;DerivativesFairValueByBalanceSheetLocation=OtherLongTermAsset;,0
0xd1f486d11d923735e483480a5655010f,ScheduleOfTradingSecuritiesAndOtherTradingAssetsMajorTypesOfTradingSecuritiesAndAssets=FairOrEquityBasis;,0
0x2e34676d0c1bda2bcb5d5b8a57d50980,DebtInstrument=Current;,0
0xa9226c7e71e7421a42277931ba150227,SegmentReportingInformationBySegment=SegmentGeographicalCountryTwelve;,0
0xe8c09ccde5c1fe37f6649f75172064c9,DerivativesFairValueByDerivativeInstrumentRisk=IDRVersusUSD;InvestmentType=ForeignExchangeForward;,0
0x82b1d15d4be77701b42b190ba9975127,SegmentReportingInformationBySegment=NoncontrollingOwnerThree;,0
0xcfdde6df19654873712ab3ff9d99d750,FairValueAssetsLiabilitiesMeasuredOnRecurringBasisDisclosureItems=FairValueInputsLevel3;FairValueAssetsMeasuredOnRecurringBasisUnobservableInputReconciliationByAssetType=DieselForwardContracts;,0
0x34f2f19feddc1b9e627c4163c1a6152c,ScheduleOfTradingSecuritiesAndOtherTradingAssetsMajorTypesOfTradingSecuritiesAndAssets=LessThanTwelveMonthsUnrealizedLosses;,0
0xa2fa26d75a7bcd6d983fcd243bd0dabb,ScheduleOfShareBasedCompensationArrangementByShareBasedPaymentAwardAwardTypeAndPlanName=EmployeeStockOption;,0
0x376ae152c5dc59db192e143218bedd07,DebtInstrument=Current;LongtermDebtType=SeniorNotesNetOfDiscountThree;,0
0x8d691c69de6f89a29f280d172674b8ae,FairValueAssetsLiabilitiesMeasuredOnRecurringBasisDisclosureItems=FairValueInputsLevel3;FairValueAssetsMeasuredOnRecurringBasisUnobservableInputReconciliationByAssetType=AssetBackedSecurities;ScheduleOfTradingSecuritiesAndOtherTradingAssetsMajorTypesOfTradingSecuritiesAndAssets=DebtSecurities;,0
0xb66690b98f213a0ba7471b1d9574c385,SegmentReportingInformationBySegment=Segmentgeographicalcountrysubtotaltwomember;,0
0x84faeb857fc23dd83a9f8bcf06c3b816,FairValueAssetsMeasuredOnRecurringBasisUnobservableInputReconciliationByAssetType=InterestRateSwap;,0
0xa33bcfa6b9acd8c1491ae20eaa77ba4d,DebtInstrument=Current;LongtermDebtType=ConvertibleSeniorNotesNetOfDiscountTwo;,0
0xdc810d94be7d166d1929aec75f33e6e4,FairValueAssetsMeasuredOnRecurringBasisUnobservableInputReconciliationByAssetType=ExtractiveIndustries;ScheduleOfTradingSecuritiesAndOtherTradingAssetsMajorTypesOfTradingSecuritiesAndAssets=EquitySecurities;,0
0xb4196c528fcda967f7eb125041378500,DerivativeByNature=InterestRateSwap;DerivativesFairValueByBalanceSheetLocation=OtherCurrentAsset;,0
0x01eebb2878020a0e23b0edde306ce5ed,FairValueAssetsLiabilitiesMeasuredOnRecurringBasisDisclosureItems=FairValueInputsLevel2;FairValueAssetsMeasuredOnRecurringBasisUnobservableInputReconciliationByAssetType=AuctionRateSecurities;ScheduleOfTradingSecuritiesAndOtherTradingAssetsMajorTypesOfTradingSecuritiesAndAssets=DebtSecurities;,0
0x7b28e825537411be9acc6760c0ce68ff,FairValueAssetsMeasuredOnRecurringBasisUnobservableInputReconciliationByAssetType=OtherIndustries;ScheduleOfTradingSecuritiesAndOtherTradingAssetsMajorTypesOfTradingSecuritiesAndAssets=EquitySecurities;,0
0x1dc3258f654ea7abaa757d2f8242842c,DerivativesFairValueByDerivativeInstrumentRisk=USDVersusNZD;InvestmentType=ForeignExchangeForward;ScheduleOfHeldToMaturitySecuritiesMajorTypesOfDebtAndEquitySecurities=ExpectedMaturityDateYearTwo;,0
0x6b73848b6c6fd5ddff24d813d6dbd189,DebtInstrument=NonCurrent;LongtermDebtType=ConvertibleSeniorNotesNetOfDiscountTwo;,0
0xff687fd68d91feefaee2e4112347a68a,DebtInstrument=Current;LongtermDebtType=ConvertibleSeniorNotesNetOfDiscountOne;,0
0x1393c24b4a8c6f07d3553667222f2c00,SegmentReportingInformationBySegment=SouthAmericaGrowth;,0
0x848e7152b82eca4e1192883eae6560e3,DerivativeByNature=DieselFixedForwardContracts;ScheduleOfHeldToMaturitySecuritiesMajorTypesOfDebtAndEquitySecurities=ExpectedMaturityDateYearTwo;,0
0x69875c78d922763990431935f8ca382d,SegmentReportingInformationBySegment=SegmentGeographicalCountrySubtotalOne;,0
0x90bfc9e96a90da393303298b8f483b31,ReasonablyPossibleSignificantChangeInUnrecognizedTaxBenefitsByItem=HighRange;,0
0x27f2f98bec08dc5327c83fd1299e9fb2,SegmentReportingInformationBySegment=SegmentGeographicalCountrySeven;,0
0x716a809316e6dd902f9ef6645e70ba78,DerivativeByNature=NZDFixedForwardContracts;DerivativesFairValueByBalanceSheetLocation=OtherCurrentLiabilities;,0
0x09c274929ebb1be6ea2c1f07afa0b582,FairValueAssetsLiabilitiesMeasuredOnRecurringBasisDisclosureItems=FairValueInputsLevel2;FairValueAssetsMeasuredOnRecurringBasisUnobservableInputReconciliationByAssetType=ExtractiveIndustries;ScheduleOfTradingSecuritiesAndOtherTradingAssetsMajorTypesOfTradingSecuritiesAndAssets=EquitySecurities;,0
0x3acb111ab0df93fdece638d5e4d5a6aa,DerivativeByNature=NZDFixedForwardContracts;DerivativesFairValueByBalanceSheetLocation=OtherLongTermLiabilities;,0
0x524786ec95b2fa92bd1f1d7c59614985,ScheduleOfTradingSecuritiesAndOtherTradingAssetsMajorTypesOfTradingSecuritiesAndAssets=UnrealizedLoss;,0
0x6b4ad7f385d2243845fef26404481ab4,InvestmentType=PutOptionsPurchased;,0
0xd8b51cad2aba1071923573682deb5007,LegalEntity=Subsidiaries;,0
0x03f23146fef200f6ec6a0c5e7c550ab1,DerivativesFairValueByBalanceSheetLocation=OtherCurrentLiabilities;,0
0xc145efdacc4eb09ec342ad9d3cbbcd93,LegalEntity=ConsolidationEliminations;,0
0x5493eec7eda8cdab396401b175a797a6,DerivativesFairValueByBalanceSheetLocation=OtherCurrentAsset;,0
0x2d56a566f874003f03fb3f0bf56145ba,ReasonablyPossibleSignificantChangeInUnrecognizedTaxBenefitsByItem=LowRange;,0
0x7afc8ed6f339045dd45f9eafb4bbd568,SegmentReportingInformationBySegment=NoncontrollingOwnerFour;,0
0x0f65d727279e3cc7fa5c9a0ac55926a7,LegalEntity=ParentCompany;,0
0xa2140d797fc340864d196bdf87a18c91,SegmentReportingInformationBySegment=SegmentGeographicalCountryThirteen;,0
0x64fab42c798525d9c1498128fff2927c,ScheduleOfTradingSecuritiesAndOtherTradingAssetsMajorTypesOfTradingSecuritiesAndAssets=CostOrEquityBasis;,0
0x5bc24331915bbe905773b3e45df23166,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareByAntidilutiveSecurities=RestrictedStock;,0
0xedd07985700ac21f64081bdc41c6b1e1,FairValueAssetsLiabilitiesMeasuredOnRecurringBasisDisclosureItems=FairValueInputsLevel1;FairValueAssetsMeasuredOnRecurringBasisUnobservableInputReconciliationByAssetType=InterestRateSwap;,0
0x72790b2d387fa0895eefbef2237d1030,DerivativesFairValueByDerivativeInstrumentRisk=USDVersusAUD;InvestmentType=ForeignExchangeForward;,0
0x1cdc7cc51db1449bee30de181e5ec3a9,FairValueAssetsandLiabilitiesMeasuredonRecurringBasisDisclosureItems=FairValueInputsLevel3;,0
0xcce1342bd1dd1c4b97dc750533dfb937,FairValueAssetsLiabilitiesMeasuredOnRecurringBasisDisclosureItems=FairValueInputsLevel2;FairValueAssetsMeasuredOnRecurringBasisUnobservableInputReconciliationByAssetType=InterestRateSwap;,0
0xfcb5c9e6558768afa93d01f5d42e9f16,DerivativesFairValueByBalanceSheetLocation=OtherLongTermAsset;,0
0x530ce5e7e7e2198da3b409df7f9aabb4,SegmentReportingInformationBySegment=Exploration;,0
0xe9556cbc7a21c001a3b0a30b0d681356,DebtInstrument=NonCurrent;LongtermDebtType=SeniorNotesNetOfDiscountOne;,0
0x100375f96ce15bcf74f87a74efbf89cc,SegmentReportingInformationBySegment=OtherProjectThree;,0
0xdb18cad4d8de0234e18d8f6e94347ebb,DerivativesFairValueByDerivativeInstrumentRisk=USDVersusAUD;InvestmentType=ForeignExchangeForward;ScheduleOfHeldToMaturitySecuritiesMajorTypesOfDebtAndEquitySecurities=ExpectedMaturityDateYearTwo;,0
0x646c1eff7981c6676e3fadf136c6f186,FairValueAssetsMeasuredOnRecurringBasisUnobservableInputReconciliationByAssetType=AssetBackedSecurities;ScheduleOfTradingSecuritiesAndOtherTradingAssetsMajorTypesOfTradingSecuritiesAndAssets=DebtSecurities;,0
0x2682880d4e81eebccc748fa1c0c198d0,FairValueAssetsMeasuredOnRecurringBasisUnobservableInputReconciliationByAssetType=OtherProjectTwo;ScheduleOfTradingSecuritiesAndOtherTradingAssetsMajorTypesOfTradingSecuritiesAndAssets=DebtSecurities;,0
0x21d378a8ff0a6c246a1fa9ab0f7d20d8,DerivativeByNature=DieselFixedForwardContracts;DerivativesFairValueByBalanceSheetLocation=OtherCurrentAsset;,0
0x27fa25b76687623f36007a38b559a344,FairValueAssetsLiabilitiesMeasuredOnRecurringBasisDisclosureItems=FairValueInputsLevel1;FairValueAssetsMeasuredOnRecurringBasisUnobservableInputReconciliationByAssetType=OtherProjectTwo;ScheduleOfTradingSecuritiesAndOtherTradingAssetsMajorTypesOfTradingSecuritiesAndAssets=DebtSecurities;,0
0x8ef57fa9603012ec75601cbccae23897,DerivativeByNature=DieselFixedForwardContracts;DerivativesFairValueByBalanceSheetLocation=OtherCurrentLiabilities;,0
0xf05dafd417b06cfb2efe534bd019afe2,DerivativeByNature=IDRFixedForwardContracts;DerivativesFairValueByBalanceSheetLocation=OtherCurrentLiabilities;,0
0xc1719b4aa972fd65713802d596048ecd,EquityComponents=DeferredCompensationShareBasedPayments;,0
0xe2fd65b881affddf260ffd8d1af90b2d,ScheduleOfTradingSecuritiesAndOtherTradingAssetsMajorTypesOfTradingSecuritiesAndAssets=TwelveMonthsOrGreaterFairValue;,0
